Ticket #,date_time, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,Truck #_clean,tax_exempt,id_truck,id_mat,material,id_cust,Trucksize
170376,2026-01-02T09:58:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170377,2026-01-05T07:49:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170378,2026-01-05T08:08:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170379,2026-01-05T08:19:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE108,N,205,18.0,Other Clean Hard Fill,88,TriAxle
170380,2026-01-05T08:26:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170381,2026-01-05T08:27:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DC33,N,38,4.0,#304 Recycled Concrete,106,Axle 4_5
170382,2026-01-05T08:32:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170383,2026-01-05T08:32:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV7,N,56,4.0,#304 Recycled Concrete,106,Axle 4_5
170384,2026-01-05T09:13:00,$108.00 ,Don Wartko Construction,Bayberry Rd. - Northfield,Bayberry Rd. - Northfield,sand screened,OUT,2026,POND15,N,206,21.0,Sand Screened,49,Tandem
170385,2026-01-05T09:20:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,broken concrete,IN,2026,MID909,N,113,11.0,Broken Concrete,87,Axle 1
170386,2026-01-05T09:22:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE108,N,205,18.0,Other Clean Hard Fill,88,TriAxle
170387,2026-01-05T09:31:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170388,2026-01-05T09:40:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170389,2026-01-05T09:40:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170390,2026-01-05T09:48:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170391,2026-01-05T09:48:00,$308.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#1&2 recycled concrete,OUT,2026,DEV7,N,56,1.0,#1&2 Recycled Concrete,106,Axle 4_5
170392,2026-01-05T09:54:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID900,N,108,18.0,Other Clean Hard Fill,87,Axle 1
170393,2026-01-05T09:54:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170394,2026-01-05T09:55:00,$308.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#1&2 recycled concrete,OUT,2026,DC33,N,38,1.0,#1&2 Recycled Concrete,106,Axle 4_5
170395,2026-01-05T09:59:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
170396,2026-01-05T10:01:00,$75.00 ,Utilities Construction Co.,Lee Rd.,Lee Rd.,broken concrete,IN,2026,UT33,N,176,11.0,Broken Concrete,139,Axle 1
170397,2026-01-05T10:17:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE108,N,205,18.0,Other Clean Hard Fill,88,TriAxle
170398,2026-01-05T10:30:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,broken concrete,IN,2026,MID909,N,113,11.0,Broken Concrete,87,Axle 1
170399,2026-01-05T10:50:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170400,2026-01-05T10:50:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV7,N,56,4.0,#304 Recycled Concrete,106,Axle 4_5
170401,2026-01-05T10:54:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170402,2026-01-05T10:54:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV3,N,52,4.0,#304 Recycled Concrete,106,Axle 4_5
170403,2026-01-05T10:58:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170404,2026-01-05T10:59:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV5,N,54,4.0,#304 Recycled Concrete,106,Axle 4_5
170405,2026-01-05T11:10:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170406,2026-01-05T11:11:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DC33,N,38,4.0,#304 Recycled Concrete,106,Axle 4_5
170407,2026-01-05T11:15:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE108,N,205,18.0,Other Clean Hard Fill,88,TriAxle
170408,2026-01-05T11:18:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID909,N,113,18.0,Other Clean Hard Fill,87,Axle 1
170409,2026-01-05T11:47:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
170410,2026-01-05T11:50:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170411,2026-01-05T11:50:00,$308.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#1&2 recycled concrete,OUT,2026,DEV7,N,56,1.0,#1&2 Recycled Concrete,106,Axle 4_5
170412,2026-01-05T11:54:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170413,2026-01-05T11:55:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV3,N,52,4.0,#304 Recycled Concrete,106,Axle 4_5
170414,2026-01-05T12:15:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID909,N,113,18.0,Other Clean Hard Fill,87,Axle 1
170415,2026-01-05T12:19:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE108,N,205,18.0,Other Clean Hard Fill,88,TriAxle
170416,2026-01-05T12:32:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID900,N,108,18.0,Other Clean Hard Fill,87,Axle 1
170417,2026-01-05T12:48:00,$75.00 ,Utilities Construction Co.,Lee Rd.,Lee Rd.,other clean hard fill,IN,2026,UT33,N,176,18.0,Other Clean Hard Fill,139,Axle 1
170418,2026-01-05T13:16:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE108,N,205,18.0,Other Clean Hard Fill,88,TriAxle
170419,2026-01-05T13:16:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170420,2026-01-05T13:37:00,$125.00 ,Utilities Construction Co.,Lee Rd.,Lee Rd.,broken asphalt,IN,2026,UT33,N,176,10.0,Broken Asphalt,139,Axle 1
170421,2026-01-05T13:49:00,$125.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 recycled concrete,OUT,2026,MID904,N,111,4.0,#304 Recycled Concrete,87,Axle 1
170422,2026-01-05T13:52:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
170423,2026-01-05T14:20:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID909,N,113,18.0,Other Clean Hard Fill,87,Axle 1
170424,2026-01-05T14:40:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE108,N,205,18.0,Other Clean Hard Fill,88,TriAxle
170425,2026-01-05T14:58:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170426,2026-01-05T15:04:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170427,2026-01-05T15:04:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170428,2026-01-05T15:08:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170429,2026-01-05T15:10:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID904,N,111,3.0,#304 Limestone,87,Axle 1
170430,2026-01-05T15:46:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID909,N,113,18.0,Other Clean Hard Fill,87,Axle 1
170431,2026-01-05T15:46:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID909,N,113,21.0,Sand Screened,87,Axle 1
170432,2026-01-05T15:52:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170433,2026-01-05T15:56:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170434,2026-01-05T16:02:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170435,2026-01-05T16:05:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
170436,2026-01-05T16:14:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170437,2026-01-06T08:33:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
170438,2026-01-06T08:54:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170439,2026-01-06T08:54:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV5,N,54,4.0,#304 Recycled Concrete,106,Axle 4_5
170440,2026-01-06T09:05:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170441,2026-01-06T09:54:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
170442,2026-01-06T09:59:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170443,2026-01-06T09:59:00,$308.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#1&2 recycled concrete,OUT,2026,DEV7,N,56,1.0,#1&2 Recycled Concrete,106,Axle 4_5
170444,2026-01-06T10:10:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170445,2026-01-06T10:12:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DON08,N,208,18.0,Other Clean Hard Fill,106,Axle 4_5
170446,2026-01-06T10:13:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DON08,N,208,4.0,#304 Recycled Concrete,106,Axle 4_5
170447,2026-01-06T10:16:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170448,2026-01-06T10:16:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV3,N,52,4.0,#304 Recycled Concrete,106,Axle 4_5
170449,2026-01-06T10:29:00,$500.00 ,Du-All Services,5136 N. Ridge Rd.,5136 N. Ridge Rd.,slop,IN,2026,DUHYD,N,73,23.0,Slop,48,Hydrovac
170450,2026-01-06T10:30:00,$500.00 ,Du-All Services,5136 N. Ridge Rd.,5136 N. Ridge Rd.,slop,IN,2026,DUHYD,N,73,23.0,Slop,48,Hydrovac
170451,2026-01-06T11:08:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170452,2026-01-06T11:08:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV5,N,54,4.0,#304 Recycled Concrete,106,Axle 4_5
170453,2026-01-06T11:14:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170454,2026-01-06T11:14:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV7,N,56,4.0,#304 Recycled Concrete,106,Axle 4_5
170455,2026-01-06T11:17:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID909,N,113,18.0,Other Clean Hard Fill,87,Axle 1
170456,2026-01-06T11:31:00,$75.00 ,Utilities Construction Co.,Lee Rd.,Lee Rd.,other clean hard fill,IN,2026,UT33,N,176,18.0,Other Clean Hard Fill,139,Axle 1
170457,2026-01-06T11:34:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170458,2026-01-06T11:34:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV3,N,52,4.0,#304 Recycled Concrete,106,Axle 4_5
170459,2026-01-06T11:51:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DON08,N,208,18.0,Other Clean Hard Fill,106,Axle 4_5
170460,2026-01-06T11:51:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DON08,N,208,4.0,#304 Recycled Concrete,106,Axle 4_5
170461,2026-01-06T12:03:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170462,2026-01-06T12:20:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170463,2026-01-06T12:21:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV5,N,54,4.0,#304 Recycled Concrete,106,Axle 4_5
170464,2026-01-06T12:25:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170465,2026-01-06T12:25:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV7,N,56,4.0,#304 Recycled Concrete,106,Axle 4_5
170466,2026-01-06T12:25:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID902,N,110,3.0,#304 Limestone,87,Axle 1
170467,2026-01-06T12:36:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170468,2026-01-06T12:36:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV3,N,52,4.0,#304 Recycled Concrete,106,Axle 4_5
170469,2026-01-06T12:45:00,$165.00 ,Eagle Abatement,Foster Senior Lofts (15306),15306,broken concrete,IN,2026,ME7190,N,124,11.0,Broken Concrete,50,Axle 4_5
170470,2026-01-06T12:45:00,$308.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,#1&2 recycled concrete,OUT,2026,ME7190,Y,124,1.0,#1&2 Recycled Concrete,50,Axle 4_5
170471,2026-01-06T12:50:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID909,N,113,18.0,Other Clean Hard Fill,87,Axle 1
170472,2026-01-06T12:50:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID909,N,113,21.0,Sand Screened,87,Axle 1
170473,2026-01-06T13:02:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DON08,N,208,18.0,Other Clean Hard Fill,106,Axle 4_5
170474,2026-01-06T13:02:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DON08,N,208,4.0,#304 Recycled Concrete,106,Axle 4_5
170475,2026-01-06T13:35:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170476,2026-01-06T14:02:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID909,N,113,3.0,#304 Limestone,87,Axle 1
170477,2026-01-06T14:36:00,$500.00 ,Petty Group LLC,Riverview Elementary (7497),7497,slop,IN,2026,MEHYD,N,126,23.0,Slop,106,Hydrovac
170478,2026-01-06T15:26:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID904,N,111,18.0,Other Clean Hard Fill,87,Axle 1
170479,2026-01-06T15:27:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID904,N,111,3.0,#304 Limestone,87,Axle 1
170480,2026-01-06T15:32:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID909,N,113,21.0,Sand Screened,87,Axle 1
170481,2026-01-06T15:44:00,$275.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,broken asphalt,IN,2026,DEV10,Y,48,10.0,Broken Asphalt,106,Axle 4_5
170482,2026-01-06T15:45:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170483,2026-01-06T15:58:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DON08,N,208,18.0,Other Clean Hard Fill,106,Axle 4_5
170484,2026-01-06T16:00:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170485,2026-01-07T07:33:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170486,2026-01-07T07:38:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170487,2026-01-07T07:46:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170488,2026-01-07T07:58:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
170489,2026-01-07T08:20:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170490,2026-01-07T08:21:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
170491,2026-01-07T09:20:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170492,2026-01-07T09:22:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
170493,2026-01-07T09:26:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170494,2026-01-07T09:32:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170495,2026-01-07T09:43:00,$165.00 ,Credit Card Sales,Credit- CMG Contracting- Meadow Park,Credit- CMG Contracting- Meadow Park,other clean hard fill,IN,2026,CMG969,N,210,18.0,Other Clean Hard Fill,40,Axle 4_5
170496,2026-01-07T09:48:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170497,2026-01-07T10:10:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID900,N,108,18.0,Other Clean Hard Fill,87,Axle 1
170498,2026-01-07T10:14:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
170499,2026-01-07T10:46:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
170500,2026-01-07T10:52:00,$165.00 ,Credit Card Sales,Credit- CMG Contracting- Meadow Park,Credit- CMG Contracting- Meadow Park,other clean hard fill,IN,2026,CMG969,N,210,18.0,Other Clean Hard Fill,40,Axle 4_5
170501,2026-01-07T11:12:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170502,2026-01-07T11:18:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170503,2026-01-07T11:21:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170504,2026-01-07T11:36:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170505,2026-01-07T12:10:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170506,2026-01-07T12:23:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170507,2026-01-07T12:46:00,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,sand (pre-screened),IN,2026,DEV10,Y,48,,,106,Axle 4_5
170508,2026-01-07T12:48:00,$500.00 ,Credit Card Sales,Credit - Badger - Parma,Credit - Badger - Parma,slop,IN,2026,BADHYD,N,211,23.0,Slop,40,Hydrovac
170509,2026-01-07T13:18:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170510,2026-01-07T13:18:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170511,2026-01-07T13:19:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV3,N,52,4.0,#304 Recycled Concrete,106,Axle 4_5
170512,2026-01-07T13:19:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV5,N,54,4.0,#304 Recycled Concrete,106,Axle 4_5
170513,2026-01-07T15:07:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170514,2026-01-07T15:07:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170515,2026-01-07T15:08:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV7,N,56,4.0,#304 Recycled Concrete,106,Axle 4_5
