Ticket #,date_time, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,Truck #_clean,tax_exempt,id_truck,id_mat,material,id_cust,Trucksize
171695,2026-03-03T12:25:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171696,2026-03-03T12:29:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,OHIO1,N,242,18.0,Other Clean Hard Fill,87,Axle 1
171697,2026-03-03T12:47:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171698,2026-03-03T12:48:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171699,2026-03-03T12:56:00,$120.00 ,Don Wartko Construction,Brecksville,Brecksville,other clean hard fill,IN,2026,TK084,N,68,18.0,Other Clean Hard Fill,49,TriAxle
171700,2026-03-03T13:10:00,$500.00 ,"Miller Pipeline, LLC",Lee Rd.,Lee Rd.,slop,IN,2026,MIL9117,N,247,23.0,Slop,89,Hydrovac
171701,2026-03-03T13:25:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,50,Axle 4_5
171702,2026-03-03T13:27:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171703,2026-03-03T13:29:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON08,N,208,18.0,Other Clean Hard Fill,106,Axle 4_5
171704,2026-03-03T13:44:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171705,2026-03-03T13:51:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,OHIO1,N,242,18.0,Other Clean Hard Fill,87,Axle 1
171706,2026-03-03T13:52:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
171707,2026-03-03T13:55:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171708,2026-03-03T14:20:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,JDH05,N,88,11.0,Broken Concrete,93,Axle 4_5
171709,2026-03-03T14:27:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON08,N,208,18.0,Other Clean Hard Fill,106,Axle 4_5
171710,2026-03-03T14:34:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171711,2026-03-03T14:42:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,50,Axle 4_5
171712,2026-03-03T14:46:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171713,2026-03-03T15:04:00,$165.00 ,MREX,Lorain Correctional (7443),7443,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,93,Axle 4_5
171714,2026-03-03T15:20:00,$90.00 ,Don Wartko Construction,Brecksville,Brecksville,other clean hard fill,IN,2026,POND15,N,206,18.0,Other Clean Hard Fill,49,Tandem
171715,2026-03-03T15:25:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON08,N,208,18.0,Other Clean Hard Fill,106,Axle 4_5
171716,2026-03-03T15:39:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171717,2026-03-03T15:42:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171718,2026-03-03T16:18:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171719,2026-03-03T16:30:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,50,Axle 4_5
171720,2026-03-04T07:38:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171721,2026-03-04T07:55:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DLP22,N,243,11.0,Broken Concrete,50,Axle 4_5
171722,2026-03-04T07:55:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK23,N,98,18.0,Other Clean Hard Fill,106,Axle 4_5
171723,2026-03-04T08:00:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,LSJ117,N,248,18.0,Other Clean Hard Fill,106,Axle 4_5
171724,2026-03-04T08:02:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,93,Axle 4_5
171725,2026-03-04T08:07:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,PRATT805,N,155,18.0,Other Clean Hard Fill,106,Axle 4_5
171726,2026-03-04T08:12:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MBG424,N,249,18.0,Other Clean Hard Fill,106,Axle 4_5
171727,2026-03-04T08:17:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171728,2026-03-04T08:18:00,$275.00 ,MREX,Lorain Correctional (7443),7443,broken asphalt,IN,2026,DEV3,Y,52,10.0,Broken Asphalt,93,Axle 4_5
171729,2026-03-04T08:25:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,OHIO1,N,242,18.0,Other Clean Hard Fill,87,Axle 1
171730,2026-03-04T08:28:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL07,N,46,18.0,Other Clean Hard Fill,93,Axle 4_5
171731,2026-03-04T08:40:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171732,2026-03-04T08:42:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL05,N,44,18.0,Other Clean Hard Fill,93,Axle 4_5
171733,2026-03-04T08:44:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL04,N,43,18.0,Other Clean Hard Fill,93,Axle 4_5
171734,2026-03-04T08:46:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,50,Axle 4_5
171735,2026-03-04T08:50:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,93,Axle 4_5
171736,2026-03-04T08:52:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CPRO34,N,250,18.0,Other Clean Hard Fill,106,Axle 4_5
171737,2026-03-04T08:54:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK23,N,98,18.0,Other Clean Hard Fill,106,Axle 4_5
171738,2026-03-04T09:03:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,PRATT805,N,155,18.0,Other Clean Hard Fill,106,Axle 4_5
171739,2026-03-04T09:05:00,$165.00 ,Eagle Abatement,HKK Multifamily (15335),15335,broken concrete,IN,2026,DLP22,N,243,11.0,Broken Concrete,50,Axle 4_5
171740,2026-03-04T09:17:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,LSJ117,N,248,18.0,Other Clean Hard Fill,106,Axle 4_5
171741,2026-03-04T09:18:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MBG424,N,249,18.0,Other Clean Hard Fill,106,Axle 4_5
171742,2026-03-04T09:28:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,93,Axle 4_5
171743,2026-03-04T09:30:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,OHIO1,N,242,18.0,Other Clean Hard Fill,87,Axle 1
171744,2026-03-04T09:37:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171745,2026-03-04T09:48:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171746,2026-03-04T09:48:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CPRO34,N,250,18.0,Other Clean Hard Fill,106,Axle 4_5
171747,2026-03-04T09:57:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL07,N,46,18.0,Other Clean Hard Fill,93,Axle 4_5
171748,2026-03-04T10:02:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,93,Axle 4_5
171749,2026-03-04T10:07:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,MID901,N,109,18.0,Other Clean Hard Fill,87,Axle 1
171750,2026-03-04T10:12:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL05,N,44,18.0,Other Clean Hard Fill,93,Axle 4_5
171751,2026-03-04T10:14:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,LSJ117,N,248,18.0,Other Clean Hard Fill,106,Axle 4_5
171752,2026-03-04T10:15:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MBG424,N,249,18.0,Other Clean Hard Fill,106,Axle 4_5
171753,2026-03-04T10:19:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,OHIO1,N,242,18.0,Other Clean Hard Fill,87,Axle 1
171754,2026-03-04T10:19:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,93,Axle 4_5
171755,2026-03-04T10:20:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK23,N,98,18.0,Other Clean Hard Fill,106,Axle 4_5
171756,2026-03-04T10:22:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL04,N,43,18.0,Other Clean Hard Fill,93,Axle 4_5
171757,2026-03-04T10:41:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171758,2026-03-04T10:46:00,$165.00 ,"Miller Pipeline, LLC",Lee Rd.,Lee Rd.,other clean hard fill,IN,2026,MIL7414,N,251,18.0,Other Clean Hard Fill,89,Axle 4_5
171759,2026-03-04T10:47:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,93,Axle 4_5
171760,2026-03-04T10:52:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171761,2026-03-04T11:03:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CPRO34,N,250,18.0,Other Clean Hard Fill,106,Axle 4_5
171762,2026-03-04T11:04:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,93,Axle 4_5
171763,2026-03-04T11:18:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,LSJ117,N,248,18.0,Other Clean Hard Fill,106,Axle 4_5
171764,2026-03-04T11:21:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MBG424,N,249,18.0,Other Clean Hard Fill,106,Axle 4_5
171765,2026-03-04T11:28:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,93,Axle 4_5
171766,2026-03-04T11:29:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK23,N,98,18.0,Other Clean Hard Fill,106,Axle 4_5
171767,2026-03-04T11:30:00,$120.00 ,Don Wartko Construction,Brecksville,Brecksville,other clean hard fill,IN,2026,TK084,N,68,18.0,Other Clean Hard Fill,49,TriAxle
171768,2026-03-04T11:33:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171769,2026-03-04T11:37:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DLP22,N,243,11.0,Broken Concrete,93,Axle 4_5
171770,2026-03-04T11:59:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171771,2026-03-04T12:07:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,93,Axle 4_5
171772,2026-03-04T12:17:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MBG424,N,249,18.0,Other Clean Hard Fill,106,Axle 4_5
171773,2026-03-04T12:29:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,93,Axle 4_5
171774,2026-03-04T12:30:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171775,2026-03-04T12:31:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK23,N,98,18.0,Other Clean Hard Fill,106,Axle 4_5
171776,2026-03-04T12:33:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL05,N,44,18.0,Other Clean Hard Fill,93,Axle 4_5
171777,2026-03-04T12:33:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CPRO34,N,250,18.0,Other Clean Hard Fill,106,Axle 4_5
171778,2026-03-04T12:43:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,LSJ117,N,248,18.0,Other Clean Hard Fill,106,Axle 4_5
171779,2026-03-04T12:45:00,$500.00 ,"Miller Pipeline, LLC",Lee Rd.,Lee Rd.,slop,IN,2026,MIL9117,N,247,23.0,Slop,89,Hydrovac
171780,2026-03-04T12:53:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DLP22,N,243,11.0,Broken Concrete,93,Axle 4_5
171781,2026-03-04T13:03:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171782,2026-03-04T13:04:00,$165.00 ,MREX,Lorain Correctional (7443),7443,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,93,Axle 4_5
171783,2026-03-04T13:10:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,93,Axle 4_5
171784,2026-03-04T13:14:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MBG424,N,249,18.0,Other Clean Hard Fill,106,Axle 4_5
171785,2026-03-04T13:17:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171786,2026-03-04T13:24:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,93,Axle 4_5
171787,2026-03-04T13:29:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CPRO34,N,250,18.0,Other Clean Hard Fill,106,Axle 4_5
171788,2026-03-04T13:39:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK23,N,98,18.0,Other Clean Hard Fill,106,Axle 4_5
171789,2026-03-04T13:53:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DLP22,N,243,11.0,Broken Concrete,93,Axle 4_5
171790,2026-03-04T13:55:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL05,N,44,18.0,Other Clean Hard Fill,93,Axle 4_5
171791,2026-03-04T14:02:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171792,2026-03-04T14:12:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,OHIO1,N,242,18.0,Other Clean Hard Fill,87,Axle 1
171793,2026-03-04T14:29:00,$275.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,broken asphalt,IN,2026,DEL07,N,46,10.0,Broken Asphalt,93,Axle 4_5
171794,2026-03-04T14:35:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,93,Axle 4_5
171795,2026-03-04T14:43:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,93,Axle 4_5
171796,2026-03-04T14:46:00,$165.00 ,MREX,Lorain Correctional (7443),7443,other clean hard fill,IN,2026,DEV3,Y,52,18.0,Other Clean Hard Fill,93,Axle 4_5
171797,2026-03-04T14:55:00,$198.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,sand screened,OUT,2026,DEV3,N,52,21.0,Sand Screened,106,Axle 4_5
171798,2026-03-04T15:04:00,$75.00 ,"Middleton Mechanical, LLC",Job #3853,Job #3853,other clean hard fill,IN,2026,OHIO1,N,242,18.0,Other Clean Hard Fill,87,Axle 1
171799,2026-03-04T15:10:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171800,2026-03-04T15:40:00,$500.00 ,Petty Group LLC,Perkins Ave. Parking Lot (7458),7458,slop,IN,2026,MEHYD,Y,126,23.0,Slop,106,Hydrovac
171801,2026-03-04T15:41:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL04,N,43,18.0,Other Clean Hard Fill,93,Axle 4_5
171802,2026-03-04T15:43:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DLP22,N,243,11.0,Broken Concrete,93,Axle 4_5
171803,2026-03-04T15:47:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,93,Axle 4_5
171804,2026-03-04T15:52:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL05,N,44,18.0,Other Clean Hard Fill,93,Axle 4_5
171805,2026-03-04T15:52:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV5,N,54,11.0,Broken Concrete,93,Axle 4_5
171806,2026-03-04T15:55:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV11,N,49,11.0,Broken Concrete,93,Axle 4_5
171807,2026-03-04T16:06:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEL07,N,46,18.0,Other Clean Hard Fill,93,Axle 4_5
171808,2026-03-04T16:23:00,$165.00 ,MREX,HKK Multifamily (2774),2774,broken concrete,IN,2026,DEV10,N,48,11.0,Broken Concrete,93,Axle 4_5
171809,2026-03-05T07:28:00,$198.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,sand screened,OUT,2026,DEV3,N,52,21.0,Sand Screened,106,Axle 4_5
171810,2026-03-05T07:37:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK21,N,237,18.0,Other Clean Hard Fill,106,Axle 4_5
171811,2026-03-05T07:43:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171812,2026-03-05T07:51:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,RHT247,N,161,18.0,Other Clean Hard Fill,106,Axle 4_5
171813,2026-03-05T07:55:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171814,2026-03-05T08:00:00,$275.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,broken asphalt,IN,2026,DEV11,N,49,10.0,Broken Asphalt,93,Axle 4_5
171815,2026-03-05T08:27:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171816,2026-03-05T08:29:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,93,Axle 4_5
171817,2026-03-05T08:39:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK21,N,237,18.0,Other Clean Hard Fill,106,Axle 4_5
171818,2026-03-05T08:41:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171819,2026-03-05T08:49:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,RHT247,N,161,18.0,Other Clean Hard Fill,106,Axle 4_5
171820,2026-03-05T08:55:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171821,2026-03-05T09:01:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171822,2026-03-05T09:09:00,$165.00 ,MREX,PSP Sailing Center (2691),2691,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,93,Axle 4_5
171823,2026-03-05T09:13:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171824,2026-03-05T09:34:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEV11,N,49,18.0,Other Clean Hard Fill,93,Axle 4_5
171825,2026-03-05T09:39:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
171826,2026-03-05T09:41:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171827,2026-03-05T09:45:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK21,N,237,18.0,Other Clean Hard Fill,106,Axle 4_5
171828,2026-03-05T09:49:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,106,Axle 4_5
171829,2026-03-05T09:55:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,RHT247,N,161,18.0,Other Clean Hard Fill,106,Axle 4_5
171830,2026-03-05T10:06:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,JDH05,N,88,18.0,Other Clean Hard Fill,106,Axle 4_5
171831,2026-03-05T10:09:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,CS002,N,17,18.0,Other Clean Hard Fill,106,Axle 4_5
171832,2026-03-05T10:24:00,$165.00 ,MREX,PSP Sailing Center (2691),2691,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,93,Axle 4_5
171833,2026-03-05T10:42:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,DON02,N,234,18.0,Other Clean Hard Fill,106,Axle 4_5
171834,2026-03-05T10:55:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEV11,N,49,18.0,Other Clean Hard Fill,93,Axle 4_5
171835,2026-03-05T10:57:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,RHT247,N,161,18.0,Other Clean Hard Fill,106,Axle 4_5
171836,2026-03-05T10:59:00,$165.00 ,Petty Group LLC,Woodhill Station East PH3 (2596),2596,other clean hard fill,IN,2026,MAK21,N,237,18.0,Other Clean Hard Fill,106,Axle 4_5
171837,2026-03-05T11:16:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,93,Axle 4_5
171838,2026-03-05T11:17:00,$120.00 ,"Miller Pipeline, LLC",Lee Rd.,Lee Rd.,broken concrete,IN,2026,HEL2,N,252,11.0,Broken Concrete,89,TriAxle
171839,2026-03-05T11:19:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
171840,2026-03-05T11:30:00,$165.00 ,MREX,Spitzer Hyundai-Cleveland (2739),2739,other clean hard fill,IN,2026,DEV10,N,48,18.0,Other Clean Hard Fill,93,Axle 4_5
