id,ticket_number,ticket_year,ticket_sequence,direction,created_at,job_id,job_code_snapshot,job_name_snapshot,customer_snapshot,truck_id,truck_number_snapshot,material_id,material_name_snapshot,quantity,unit,notes,pdf_path,pdf_blob,tax_exempt,cost,active,modified_to_id
2673,DT-2026-000001,2026,1,IN,2026-01-02T09:58:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2674,DT-2026-000002,2026,2,IN,2026-01-05T07:49:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2675,DT-2026-000003,2026,3,IN,2026-01-05T08:08:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2676,DT-2026-000004,2026,4,IN,2026-01-05T08:19:00,,RTA,RTA,Mike Coates Construction Co.,205.0,MIKE108,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2677,DT-2026-000005,2026,5,IN,2026-01-05T08:26:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2678,DT-2026-000006,2026,6,OUT,2026-01-05T08:27:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2679,DT-2026-000007,2026,7,IN,2026-01-05T08:32:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2680,DT-2026-000008,2026,8,OUT,2026-01-05T08:32:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2681,DT-2026-000009,2026,9,OUT,2026-01-05T09:13:00,,Bayberry Rd. - Northfield,Bayberry Rd. - Northfield,Don Wartko Construction,206.0,POND15,21.0,sand (screened),1.0,Load,,,,N,108.0,True,
2682,DT-2026-000010,2026,10,IN,2026-01-05T09:20:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
2683,DT-2026-000011,2026,11,IN,2026-01-05T09:22:00,,RTA,RTA,Mike Coates Construction Co.,205.0,MIKE108,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2684,DT-2026-000012,2026,12,IN,2026-01-05T09:31:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2685,DT-2026-000013,2026,13,IN,2026-01-05T09:40:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2686,DT-2026-000014,2026,14,IN,2026-01-05T09:40:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2687,DT-2026-000015,2026,15,IN,2026-01-05T09:48:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2688,DT-2026-000016,2026,16,OUT,2026-01-05T09:48:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,1.0,#1&2 Recycled Concrete,1.0,Load,,,,N,308.0,True,
2689,DT-2026-000017,2026,17,IN,2026-01-05T09:54:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2690,DT-2026-000018,2026,18,IN,2026-01-05T09:54:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2691,DT-2026-000019,2026,19,OUT,2026-01-05T09:55:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,1.0,#1&2 Recycled Concrete,1.0,Load,,,,N,308.0,True,
2692,DT-2026-000020,2026,20,IN,2026-01-05T09:59:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2693,DT-2026-000021,2026,21,IN,2026-01-05T10:01:00,,Lee Rd.,Lee Rd.,Utilities Construction Co.,176.0,UT33,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
2694,DT-2026-000022,2026,22,IN,2026-01-05T10:17:00,,RTA,RTA,Mike Coates Construction Co.,205.0,MIKE108,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2695,DT-2026-000023,2026,23,IN,2026-01-05T10:30:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
2696,DT-2026-000024,2026,24,IN,2026-01-05T10:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2697,DT-2026-000025,2026,25,OUT,2026-01-05T10:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2698,DT-2026-000026,2026,26,IN,2026-01-05T10:54:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2699,DT-2026-000027,2026,27,OUT,2026-01-05T10:54:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2700,DT-2026-000028,2026,28,IN,2026-01-05T10:58:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2701,DT-2026-000029,2026,29,OUT,2026-01-05T10:59:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2702,DT-2026-000030,2026,30,IN,2026-01-05T11:10:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2703,DT-2026-000031,2026,31,OUT,2026-01-05T11:11:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2704,DT-2026-000032,2026,32,IN,2026-01-05T11:15:00,,RTA,RTA,Mike Coates Construction Co.,205.0,MIKE108,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2705,DT-2026-000033,2026,33,IN,2026-01-05T11:18:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2706,DT-2026-000034,2026,34,IN,2026-01-05T11:47:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2707,DT-2026-000035,2026,35,IN,2026-01-05T11:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2708,DT-2026-000036,2026,36,OUT,2026-01-05T11:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,1.0,#1&2 Recycled Concrete,1.0,Load,,,,N,308.0,True,
2709,DT-2026-000037,2026,37,IN,2026-01-05T11:54:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2710,DT-2026-000038,2026,38,OUT,2026-01-05T11:55:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2711,DT-2026-000039,2026,39,IN,2026-01-05T12:15:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2712,DT-2026-000040,2026,40,IN,2026-01-05T12:19:00,,RTA,RTA,Mike Coates Construction Co.,205.0,MIKE108,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2713,DT-2026-000041,2026,41,IN,2026-01-05T12:32:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2714,DT-2026-000042,2026,42,IN,2026-01-05T12:48:00,,Lee Rd.,Lee Rd.,Utilities Construction Co.,176.0,UT33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2715,DT-2026-000043,2026,43,IN,2026-01-05T13:16:00,,RTA,RTA,Mike Coates Construction Co.,205.0,MIKE108,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2716,DT-2026-000044,2026,44,IN,2026-01-05T13:16:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2717,DT-2026-000045,2026,45,IN,2026-01-05T13:37:00,,Lee Rd.,Lee Rd.,Utilities Construction Co.,176.0,UT33,10.0,Broken Asphalt (or material mixed asphalt),1.0,Load,,,,N,125.0,True,
2718,DT-2026-000046,2026,46,OUT,2026-01-05T13:49:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,4.0,#304 Recycled Concrete,1.0,Load,,,,N,125.0,True,
2719,DT-2026-000047,2026,47,IN,2026-01-05T13:52:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2720,DT-2026-000048,2026,48,IN,2026-01-05T14:20:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2721,DT-2026-000049,2026,49,IN,2026-01-05T14:40:00,,RTA,RTA,Mike Coates Construction Co.,205.0,MIKE108,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2722,DT-2026-000050,2026,50,IN,2026-01-05T14:58:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2723,DT-2026-000051,2026,51,IN,2026-01-05T15:04:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2724,DT-2026-000052,2026,52,IN,2026-01-05T15:04:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2725,DT-2026-000053,2026,53,IN,2026-01-05T15:08:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2726,DT-2026-000054,2026,54,OUT,2026-01-05T15:10:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2727,DT-2026-000055,2026,55,IN,2026-01-05T15:46:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2728,DT-2026-000056,2026,56,OUT,2026-01-05T15:46:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2729,DT-2026-000057,2026,57,IN,2026-01-05T15:52:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2730,DT-2026-000058,2026,58,IN,2026-01-05T15:56:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2731,DT-2026-000059,2026,59,IN,2026-01-05T16:02:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2732,DT-2026-000060,2026,60,IN,2026-01-05T16:05:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2733,DT-2026-000061,2026,61,IN,2026-01-05T16:14:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2734,DT-2026-000062,2026,62,IN,2026-01-06T08:33:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2735,DT-2026-000063,2026,63,IN,2026-01-06T08:54:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2736,DT-2026-000064,2026,64,OUT,2026-01-06T08:54:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2737,DT-2026-000065,2026,65,IN,2026-01-06T09:05:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2738,DT-2026-000066,2026,66,IN,2026-01-06T09:54:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2739,DT-2026-000067,2026,67,IN,2026-01-06T09:59:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2740,DT-2026-000068,2026,68,OUT,2026-01-06T09:59:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,1.0,#1&2 Recycled Concrete,1.0,Load,,,,N,308.0,True,
2741,DT-2026-000069,2026,69,IN,2026-01-06T10:10:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2742,DT-2026-000070,2026,70,IN,2026-01-06T10:12:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,208.0,DON08,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2743,DT-2026-000071,2026,71,OUT,2026-01-06T10:13:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,208.0,DON08,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2744,DT-2026-000072,2026,72,IN,2026-01-06T10:16:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2745,DT-2026-000073,2026,73,OUT,2026-01-06T10:16:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2746,DT-2026-000074,2026,74,IN,2026-01-06T10:29:00,,5136 N. Ridge Rd.,5136 N. Ridge Rd.,Du-All Services,73.0,DUHYD,23.0,Slop,1.0,Load,,,,N,500.0,True,
2747,DT-2026-000075,2026,75,IN,2026-01-06T10:30:00,,5136 N. Ridge Rd.,5136 N. Ridge Rd.,Du-All Services,73.0,DUHYD,23.0,Slop,1.0,Load,,,,N,500.0,True,
2748,DT-2026-000076,2026,76,IN,2026-01-06T11:08:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2749,DT-2026-000077,2026,77,OUT,2026-01-06T11:08:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2750,DT-2026-000078,2026,78,IN,2026-01-06T11:14:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2751,DT-2026-000079,2026,79,OUT,2026-01-06T11:14:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2752,DT-2026-000080,2026,80,IN,2026-01-06T11:17:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2753,DT-2026-000081,2026,81,IN,2026-01-06T11:31:00,,Lee Rd.,Lee Rd.,Utilities Construction Co.,176.0,UT33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2754,DT-2026-000082,2026,82,IN,2026-01-06T11:34:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2755,DT-2026-000083,2026,83,OUT,2026-01-06T11:34:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2756,DT-2026-000084,2026,84,IN,2026-01-06T11:51:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,208.0,DON08,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2757,DT-2026-000085,2026,85,OUT,2026-01-06T11:51:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,208.0,DON08,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2758,DT-2026-000086,2026,86,IN,2026-01-06T12:03:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2759,DT-2026-000087,2026,87,IN,2026-01-06T12:20:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2760,DT-2026-000088,2026,88,OUT,2026-01-06T12:21:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2761,DT-2026-000089,2026,89,IN,2026-01-06T12:25:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2762,DT-2026-000090,2026,90,OUT,2026-01-06T12:25:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2763,DT-2026-000091,2026,91,OUT,2026-01-06T12:25:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2764,DT-2026-000092,2026,92,IN,2026-01-06T12:36:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2765,DT-2026-000093,2026,93,OUT,2026-01-06T12:36:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2766,DT-2026-000094,2026,94,IN,2026-01-06T12:45:00,4126.0,15306,Foster Senior Lofts (15306),Eagle Abatement,124.0,ME7190,11.0,Broken Concrete,1.0,Load,,,,N,165.0,True,
2767,DT-2026-000095,2026,95,OUT,2026-01-06T12:45:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,124.0,ME7190,1.0,#1&2 Recycled Concrete,1.0,Load,,,,Y,308.0,True,
2768,DT-2026-000096,2026,96,IN,2026-01-06T12:50:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2769,DT-2026-000097,2026,97,OUT,2026-01-06T12:50:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2770,DT-2026-000098,2026,98,IN,2026-01-06T13:02:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,208.0,DON08,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2771,DT-2026-000099,2026,99,OUT,2026-01-06T13:02:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,208.0,DON08,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2772,DT-2026-000100,2026,100,IN,2026-01-06T13:35:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2773,DT-2026-000101,2026,101,OUT,2026-01-06T14:02:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2774,DT-2026-000102,2026,102,IN,2026-01-06T14:36:00,4064.0,7497,Marmax Laydown (7497),Petty Group LLC,126.0,MEHYD,23.0,Slop,1.0,Load,,,,N,500.0,True,
2775,DT-2026-000103,2026,103,IN,2026-01-06T15:26:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2776,DT-2026-000104,2026,104,OUT,2026-01-06T15:27:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",111.0,MID904,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2777,DT-2026-000105,2026,105,OUT,2026-01-06T15:32:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2778,DT-2026-000106,2026,106,IN,2026-01-06T15:44:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,10.0,Broken Asphalt (or material mixed asphalt),1.0,Load,,,,Y,275.0,True,
2779,DT-2026-000107,2026,107,IN,2026-01-06T15:45:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2780,DT-2026-000108,2026,108,IN,2026-01-06T15:58:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,208.0,DON08,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2781,DT-2026-000109,2026,109,IN,2026-01-06T16:00:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2782,DT-2026-000110,2026,110,IN,2026-01-07T07:33:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2783,DT-2026-000111,2026,111,IN,2026-01-07T07:38:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2784,DT-2026-000112,2026,112,IN,2026-01-07T07:46:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2785,DT-2026-000113,2026,113,IN,2026-01-07T07:58:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2786,DT-2026-000114,2026,114,IN,2026-01-07T08:20:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2787,DT-2026-000115,2026,115,IN,2026-01-07T08:21:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,209.0,RL21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2788,DT-2026-000116,2026,116,IN,2026-01-07T09:20:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2789,DT-2026-000117,2026,117,IN,2026-01-07T09:22:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,209.0,RL21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2790,DT-2026-000118,2026,118,IN,2026-01-07T09:26:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2791,DT-2026-000119,2026,119,IN,2026-01-07T09:32:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2792,DT-2026-000120,2026,120,IN,2026-01-07T09:43:00,,Credit- CMG Contracting- Meadow Park,Credit- CMG Contracting- Meadow Park,Credit Card Sales,210.0,CMG969,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2793,DT-2026-000121,2026,121,IN,2026-01-07T09:48:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2794,DT-2026-000122,2026,122,IN,2026-01-07T10:10:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2795,DT-2026-000123,2026,123,IN,2026-01-07T10:14:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,209.0,RL21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
