id,ticket_number,ticket_year,ticket_sequence,direction,created_at,job_id,job_code_snapshot,job_name_snapshot,customer_snapshot,truck_id,truck_number_snapshot,material_id,material_name_snapshot,quantity,unit,notes,pdf_path,pdf_blob,tax_exempt,cost,active,modified_to_id
5110,DT-2026-002438,2026,2438,IN,2026-03-30T11:02:00,4296.0,2722,Heinen's Warehouse (2722),MREX,49.0,DEV11,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
5111,DT-2026-002439,2026,2439,IN,2026-03-30T11:15:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5112,DT-2026-002440,2026,2440,IN,2026-03-30T11:19:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,282.0,CLEHAUL01,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5113,DT-2026-002441,2026,2441,IN,2026-03-30T11:23:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,283.0,BARKER18,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5114,DT-2026-002442,2026,2442,IN,2026-03-30T11:23:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,158.0,PRATT808,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5115,DT-2026-002443,2026,2443,IN,2026-03-30T11:33:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5116,DT-2026-002444,2026,2444,IN,2026-03-30T11:35:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,284.0,ETS111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5117,DT-2026-002445,2026,2445,IN,2026-03-30T11:45:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,285.0,GG1313,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5118,DT-2026-002446,2026,2446,IN,2026-03-30T11:47:00,,Credit-Ready Rock Concrete,Credit-Ready Rock Concrete,Credit Card Sales,286.0,MBG12,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,90.0,True,
5119,DT-2026-002447,2026,2447,IN,2026-03-30T11:51:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,273.0,DEV1,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5120,DT-2026-002448,2026,2448,IN,2026-03-30T11:56:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5121,DT-2026-002449,2026,2449,IN,2026-03-30T11:59:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,283.0,BARKER18,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5122,DT-2026-002450,2026,2450,IN,2026-03-30T12:00:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,158.0,PRATT808,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5123,DT-2026-002451,2026,2451,IN,2026-03-30T12:08:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5124,DT-2026-002452,2026,2452,IN,2026-03-30T12:12:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,284.0,ETS111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5125,DT-2026-002453,2026,2453,IN,2026-03-30T12:26:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,273.0,DEV1,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5126,DT-2026-002454,2026,2454,IN,2026-03-30T12:31:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5127,DT-2026-002455,2026,2455,IN,2026-03-30T12:33:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,282.0,CLEHAUL01,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5128,DT-2026-002456,2026,2456,OUT,2026-03-30T12:33:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,282.0,CLEHAUL01,1.0,#1&2 Recycled Concrete,1.0,Load,,,,Y,308.0,True,
5129,DT-2026-002457,2026,2457,IN,2026-03-30T12:35:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,283.0,BARKER18,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5130,DT-2026-002458,2026,2458,OUT,2026-03-30T12:36:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,283.0,BARKER18,1.0,#1&2 Recycled Concrete,1.0,Load,,,,Y,308.0,True,
5131,DT-2026-002459,2026,2459,IN,2026-03-30T12:39:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,158.0,PRATT808,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5132,DT-2026-002460,2026,2460,OUT,2026-03-30T12:39:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,158.0,PRATT808,1.0,#1&2 Recycled Concrete,1.0,Load,,,,Y,308.0,True,
5133,DT-2026-002461,2026,2461,IN,2026-03-30T12:43:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5134,DT-2026-002462,2026,2462,IN,2026-03-30T12:48:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,285.0,GG1313,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5135,DT-2026-002463,2026,2463,IN,2026-03-30T12:52:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,284.0,ETS111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5136,DT-2026-002464,2026,2464,IN,2026-03-30T12:54:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,87.0,JDH04,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5137,DT-2026-002465,2026,2465,IN,2026-03-30T12:57:00,,Job #2261850003,Job #2261850003,InfraSource Construction LLC.,189.0,GAN12,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,90.0,True,
5138,DT-2026-002466,2026,2466,IN,2026-03-30T12:57:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,273.0,DEV1,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5139,DT-2026-002467,2026,2467,IN,2026-03-30T13:05:00,4455.0,15351,CCCSC Jail Demolition (15351),Petty Group LLC,287.0,MTGEX77,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
5140,DT-2026-002468,2026,2468,IN,2026-03-30T13:09:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5141,DT-2026-002469,2026,2469,IN,2026-03-30T13:09:00,,Brecksville,Brecksville,Don Wartko Construction,68.0,TK084,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
5142,DT-2026-002470,2026,2470,OUT,2026-03-30T13:10:00,,Brecksville,Brecksville,Don Wartko Construction,68.0,TK084,3.0,#304 Limestone,1.0,Load,,,,N,560.0,True,
5143,DT-2026-002471,2026,2471,IN,2026-03-30T13:12:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,98.0,MAK23,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5144,DT-2026-002472,2026,2472,IN,2026-03-30T13:15:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,235.0,C2H19,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5145,DT-2026-002473,2026,2473,IN,2026-03-30T13:21:00,4455.0,15351,CCCSC Jail Demolition (15351),Petty Group LLC,263.0,STRICK001,11.0,Broken Concrete,1.0,Load,,,,Y,195.0,True,
5146,DT-2026-002474,2026,2474,IN,2026-03-30T13:23:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,288.0,RMB703,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5147,DT-2026-002475,2026,2475,IN,2026-03-30T13:28:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,239.0,GACE26,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5148,DT-2026-002476,2026,2476,IN,2026-03-30T13:29:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,289.0,MTGEX11,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5149,DT-2026-002477,2026,2477,IN,2026-03-30T13:32:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,283.0,BARKER18,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5150,DT-2026-002478,2026,2478,IN,2026-03-30T13:32:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,285.0,GG1313,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5151,DT-2026-002479,2026,2479,IN,2026-03-30T13:34:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,87.0,JDH04,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5152,DT-2026-002480,2026,2480,IN,2026-03-30T13:36:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,284.0,ETS111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5153,DT-2026-002481,2026,2481,IN,2026-03-30T13:37:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,282.0,CLEHAUL01,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5154,DT-2026-002482,2026,2482,IN,2026-03-30T13:42:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,274.0,GACE36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5155,DT-2026-002483,2026,2483,IN,2026-03-30T13:43:00,,Credit-Ready Rock Concrete,Credit-Ready Rock Concrete,Credit Card Sales,286.0,MBG12,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,90.0,True,
5156,DT-2026-002484,2026,2484,IN,2026-03-30T13:50:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5157,DT-2026-002485,2026,2485,IN,2026-03-30T13:53:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,158.0,PRATT808,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5158,DT-2026-002486,2026,2486,IN,2026-03-30T13:55:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,235.0,C2H19,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5159,DT-2026-002487,2026,2487,IN,2026-03-30T13:58:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,98.0,MAK23,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5160,DT-2026-002488,2026,2488,IN,2026-03-30T14:04:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,288.0,RMB703,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5161,DT-2026-002489,2026,2489,IN,2026-03-30T14:06:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,283.0,BARKER18,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5162,DT-2026-002490,2026,2490,IN,2026-03-30T14:11:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,239.0,GACE26,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5163,DT-2026-002491,2026,2491,IN,2026-03-30T14:11:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,287.0,MTGEX77,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5164,DT-2026-002492,2026,2492,IN,2026-03-30T14:13:00,4455.0,15351,CCCSC Jail Demolition (15351),Petty Group LLC,263.0,STRICK001,11.0,Broken Concrete,1.0,Load,,,,Y,195.0,True,
5165,DT-2026-002493,2026,2493,IN,2026-03-30T14:14:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,284.0,ETS111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5166,DT-2026-002494,2026,2494,IN,2026-03-30T14:16:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,289.0,MTGEX11,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5167,DT-2026-002495,2026,2495,IN,2026-03-30T14:18:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,285.0,GG1313,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5168,DT-2026-002496,2026,2496,IN,2026-03-30T14:23:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,87.0,JDH04,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5169,DT-2026-002497,2026,2497,IN,2026-03-30T14:25:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,158.0,PRATT808,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5170,DT-2026-002498,2026,2498,IN,2026-03-30T14:29:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,282.0,CLEHAUL01,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5171,DT-2026-002499,2026,2499,IN,2026-03-30T14:31:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,274.0,GACE36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5172,DT-2026-002500,2026,2500,IN,2026-03-30T14:35:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5173,DT-2026-002501,2026,2501,IN,2026-03-30T14:39:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,235.0,C2H19,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5174,DT-2026-002502,2026,2502,IN,2026-03-30T14:40:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,98.0,MAK23,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5175,DT-2026-002503,2026,2503,IN,2026-03-30T14:44:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,287.0,MTGEX77,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5176,DT-2026-002504,2026,2504,IN,2026-03-30T14:45:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,288.0,RMB703,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5177,DT-2026-002505,2026,2505,IN,2026-03-30T14:46:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,283.0,BARKER18,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5178,DT-2026-002506,2026,2506,IN,2026-03-30T14:49:00,4455.0,15351,CCCSC Jail Demolition (15351),Petty Group LLC,239.0,GACE26,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
5179,DT-2026-002507,2026,2507,IN,2026-03-30T14:51:00,4296.0,2722,Heinen's Warehouse (2722),MREX,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
5180,DT-2026-002508,2026,2508,IN,2026-03-30T14:55:00,4455.0,15351,CCCSC Jail Demolition (15351),Petty Group LLC,263.0,STRICK001,11.0,Broken Concrete,1.0,Load,,,,Y,195.0,True,
5181,DT-2026-002509,2026,2509,IN,2026-03-30T14:58:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,284.0,ETS111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5182,DT-2026-002510,2026,2510,IN,2026-03-30T15:07:00,,Credit-Ready Rock Concrete,Credit-Ready Rock Concrete,Credit Card Sales,286.0,MBG12,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,90.0,True,
5183,DT-2026-002511,2026,2511,IN,2026-03-30T15:10:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,285.0,GG1313,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5184,DT-2026-002512,2026,2512,IN,2026-03-30T15:10:00,4296.0,2722,Heinen's Warehouse (2722),MREX,49.0,DEV11,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
5185,DT-2026-002513,2026,2513,IN,2026-03-30T15:11:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,87.0,JDH04,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5186,DT-2026-002514,2026,2514,IN,2026-03-30T15:12:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,158.0,PRATT808,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5187,DT-2026-002515,2026,2515,IN,2026-03-30T15:18:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,289.0,MTGEX11,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5188,DT-2026-002516,2026,2516,IN,2026-03-30T15:20:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,274.0,GACE36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5189,DT-2026-002517,2026,2517,IN,2026-03-30T15:22:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,282.0,CLEHAUL01,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5190,DT-2026-002518,2026,2518,IN,2026-03-30T15:26:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,235.0,C2H19,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5191,DT-2026-002519,2026,2519,IN,2026-03-30T15:32:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,287.0,MTGEX77,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5192,DT-2026-002520,2026,2520,IN,2026-03-30T15:33:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,98.0,MAK23,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5193,DT-2026-002521,2026,2521,IN,2026-03-30T15:34:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,288.0,RMB703,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5194,DT-2026-002522,2026,2522,IN,2026-03-30T15:40:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,239.0,GACE26,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5195,DT-2026-002523,2026,2523,IN,2026-03-30T15:50:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,263.0,STRICK001,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,195.0,True,
5196,DT-2026-002524,2026,2524,IN,2026-03-30T15:50:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5197,DT-2026-002525,2026,2525,IN,2026-03-30T15:52:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,284.0,ETS111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5198,DT-2026-002526,2026,2526,IN,2026-03-30T15:52:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,283.0,BARKER18,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5199,DT-2026-002527,2026,2527,IN,2026-03-30T15:59:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,285.0,GG1313,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5200,DT-2026-002528,2026,2528,IN,2026-03-30T16:01:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,87.0,JDH04,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5201,DT-2026-002529,2026,2529,IN,2026-03-30T16:07:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,274.0,GACE36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5202,DT-2026-002530,2026,2530,IN,2026-03-30T16:07:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5203,DT-2026-002531,2026,2531,IN,2026-03-30T16:09:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,289.0,MTGEX11,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5204,DT-2026-002532,2026,2532,IN,2026-03-30T16:09:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,235.0,C2H19,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5205,DT-2026-002533,2026,2533,IN,2026-03-30T16:13:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,282.0,CLEHAUL01,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5206,DT-2026-002534,2026,2534,IN,2026-03-30T16:17:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,287.0,MTGEX77,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5207,DT-2026-002535,2026,2535,IN,2026-03-30T16:17:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,98.0,MAK23,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5208,DT-2026-002536,2026,2536,IN,2026-03-30T16:20:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,288.0,RMB703,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5209,DT-2026-002537,2026,2537,IN,2026-03-30T16:20:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,239.0,GACE26,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5210,DT-2026-002538,2026,2538,IN,2026-03-31T07:43:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,274.0,GACE36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5211,DT-2026-002539,2026,2539,IN,2026-03-31T07:45:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,239.0,GACE26,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5212,DT-2026-002540,2026,2540,IN,2026-03-31T07:46:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,98.0,MAK23,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5213,DT-2026-002541,2026,2541,IN,2026-03-31T07:47:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,161.0,RHT247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5214,DT-2026-002542,2026,2542,IN,2026-03-31T07:53:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,290.0,STRICK002,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,195.0,True,
5215,DT-2026-002543,2026,2543,IN,2026-03-31T08:02:00,4296.0,2722,Heinen's Warehouse (2722),MREX,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
5216,DT-2026-002544,2026,2544,IN,2026-03-31T08:06:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,88.0,JDH05,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5217,DT-2026-002545,2026,2545,IN,2026-03-31T08:23:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
5218,DT-2026-002546,2026,2546,IN,2026-03-31T08:24:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,274.0,GACE36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5219,DT-2026-002547,2026,2547,IN,2026-03-31T08:29:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,98.0,MAK23,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5220,DT-2026-002548,2026,2548,IN,2026-03-31T08:33:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,220.0,C2H21,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
5221,DT-2026-002549,2026,2549,IN,2026-03-31T08:38:00,,Credit-Ready Rock Concrete,Credit-Ready Rock Concrete,Credit Card Sales,286.0,MBG12,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,90.0,True,
5222,DT-2026-002550,2026,2550,IN,2026-03-31T08:41:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,161.0,RHT247,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5223,DT-2026-002551,2026,2551,IN,2026-03-31T08:42:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,290.0,STRICK002,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,195.0,True,
5224,DT-2026-002552,2026,2552,IN,2026-03-31T08:44:00,,Job #2261850003,Job #2261850003,InfraSource Construction LLC.,189.0,GAN12,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,90.0,True,
5225,DT-2026-002553,2026,2553,IN,2026-03-31T08:45:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,88.0,JDH05,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5226,DT-2026-002554,2026,2554,IN,2026-03-31T08:50:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,44.0,DEL05,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5227,DT-2026-002555,2026,2555,IN,2026-03-31T08:52:00,4460.0,2777,Cuy Co Central Svc Camp (2777),MREX,43.0,DEL04,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
5228,DT-2026-002556,2026,2556,IN,2026-03-31T08:56:00,,Brecksville,Brecksville,Don Wartko Construction,68.0,TK084,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
5230,DT-2026-002558,2026,2558,IN,2026-03-31T08:57:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,235.0,C2H19,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
5231,DT-2026-002559,2026,2559,IN,2026-03-31T08:58:00,4296.0,2722,Heinen's Warehouse (2722),MREX,49.0,DEV11,10.0,Broken Asphalt (or material mixed asphalt),1.0,Load,,,,N,275.0,True,
