Ticket #,Date,Time,Truck #,Trucksize, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,date_time,Truck #_clean
170990,2026-02-04,12:06 PM,doz01,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T12:06:00,doz01
170991,2026-02-04,12:18 PM,mid906,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T12:18:00,mid906
170992,2026-02-04,12:26 PM,mid902,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr. - Job #4058,,Broken Concrete,IN,2026,2026-02-04T12:26:00,mid902
170993,2026-02-04,12:27 PM,mid902,Axle 1,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr. - Job #4058,,sand (screened),OUT,2026,2026-02-04T12:27:00,mid902
170994,2026-02-04,12:34 PM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T12:34:00,doz02
170995,2026-02-04,1:00 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T13:00:00,dev10
170996,2026-02-04,1:14 PM,mid901,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr. - Job #4058,,#304 Limestone,OUT,2026,2026-02-04T13:14:00,mid901
170997,2026-02-04,1:22 PM,stroup5,TriAxle,$120.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T13:22:00,stroup5
170998,2026-02-04,1:22 PM,mid902,Axle 1,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr. - Job #4058,,sand (screened),OUT,2026,2026-02-04T13:22:00,mid902
170999,2026-02-04,1:25 PM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T13:25:00,mid904
171000,2026-02-04,1:38 PM,mid906,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T13:38:00,mid906
171001,2026-02-04,1:54 PM,doz01,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T13:54:00,doz01
171002,2026-02-04,1:56 PM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T13:56:00,mid904
171003,2026-02-04,1:58 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T13:58:00,dev5
171004,2026-02-04,2:18 PM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T14:18:00,doz02
171005,2026-02-04,2:20 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T14:20:00,dev10
171006,2026-02-04,2:54 PM,stroup5,TriAxle,$120.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T14:54:00,stroup5
171007,2026-02-04,3:03 PM,mid901,Axle 1,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr. - Job #4058,,#304 Limestone,OUT,2026,2026-02-04T15:03:00,mid901
171008,2026-02-04,3:12 PM,doz01,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T15:12:00,doz01
171009,2026-02-04,3:19 PM,mid902,Axle 1,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr. - Job #4058,,sand (screened),OUT,2026,2026-02-04T15:19:00,mid902
171010,2026-02-04,3:38 PM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T15:38:00,doz02
171011,2026-02-04,3:59 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T15:59:00,dev5
171012,2026-02-04,4:14 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-04T16:14:00,dev10
171013,2026-02-05,8:07 AM,dc28,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T08:07:00,dc28
171014,2026-02-05,8:15 AM,dc36,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T08:15:00,dc36
171015,2026-02-05,8:31 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T08:31:00,dev5
171016,2026-02-05,9:32 AM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T09:32:00,doz02
171017,2026-02-05,9:37 AM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-05T09:37:00,dev3
171018,2026-02-05,9:53 AM,dc28,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T09:53:00,dc28
171019,2026-02-05,9:58 AM,stroup5,TriAxle,$120.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T09:58:00,stroup5
171020,2026-02-05,10:23 AM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-05T10:23:00,dev10
171021,2026-02-05,10:46 AM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T10:46:00,mid904
171022,2026-02-05,10:55 AM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-05T10:55:00,dev3
171023,2026-02-05,11:01 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T11:01:00,dev5
171024,2026-02-05,11:04 AM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T11:04:00,doz02
171025,2026-02-05,11:10 AM,tk095,Hydrovac,$500.00 ,Don Wartko Construction,Shaker Hts.,,Slop,IN,2026,2026-02-05T11:10:00,tk095
171026,2026-02-05,11:39 AM,stroup5,TriAxle,$120.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T11:39:00,stroup5
171027,2026-02-05,12:28 PM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T12:28:00,doz02
171028,2026-02-05,12:55 PM,dc36,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T12:55:00,dc36
171029,2026-02-05,12:59 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T12:59:00,dev5
171030,2026-02-05,1:08 PM,stroup5,TriAxle,$120.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T13:08:00,stroup5
171031,2026-02-05,1:58 PM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T13:58:00,doz02
171032,2026-02-05,2:42 PM,stroup5,TriAxle,$120.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T14:42:00,stroup5
171033,2026-02-05,2:43 PM,mehyd,Hydrovac,$500.00 ,Petty Group LLC,CHIA Wildlife Fence (7395),7395,Slop,IN,2026,2026-02-05T14:43:00,mehyd
171034,2026-02-05,3:05 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T15:05:00,dev10
171035,2026-02-05,3:46 PM,dev7,Axle 4_5,$165.00 ,MREX,Mentor Pool (2741),2741,Broken Concrete,IN,2026,2026-02-05T15:46:00,dev7
171036,2026-02-05,3:59 PM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T15:59:00,doz02
171037,2026-02-05,4:07 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill (rubble & mixed material),IN,2026,2026-02-05T16:07:00,dev10
171038,2026-02-06,9:33 AM,doz02,Axle 1,$75.00 ,Credit Card Sales,Credit - Dozer Enterprise - Pavlowski,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-06T09:33:00,doz02
171039,2026-02-09,8:46 AM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-09T08:46:00,dev10
171040,2026-02-09,8:58 AM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-09T08:58:00,dev5
171041,2026-02-09,9:06 AM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-09T09:06:00,mid904
171042,2026-02-09,9:58 AM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-09T09:58:00,dev10
171043,2026-02-09,10:16 AM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-09T10:16:00,mid904
171044,2026-02-09,10:52 AM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-09T10:52:00,dev5
171045,2026-02-09,11:03 AM,mid906,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-09T11:03:00,mid906
171046,2026-02-09,11:07 AM,me7207,Semi,$195.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-09T11:07:00,me7207
171047,2026-02-09,11:07 AM,me7207,Semi,$234.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-02-09T11:07:00,me7207
171048,2026-02-09,11:07 AM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-09T11:07:00,mid904
171049,2026-02-09,3:05 PM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-09T15:05:00,dev10
171050,2026-02-09,3:16 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill (rubble & mixed material),IN,2026,2026-02-09T15:16:00,dev5
171051,2026-02-09,4:21 PM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-09T16:21:00,dev10
171052,2026-02-09,4:30 PM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-09T16:30:00,dev5
171053,2026-02-10,8:09 AM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T08:09:00,dev10
171054,2026-02-10,8:14 AM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T08:14:00,dev3
171055,2026-02-10,8:23 AM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T08:23:00,dev5
171056,2026-02-10,9:12 AM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T09:12:00,dev3
171057,2026-02-10,9:24 AM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T09:24:00,dev10
171058,2026-02-10,9:42 AM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T09:42:00,dev5
171059,2026-02-10,10:29 AM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T10:29:00,dev3
171060,2026-02-10,10:59 AM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T10:59:00,dev5
171061,2026-02-10,11:16 AM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T11:16:00,dev10
171062,2026-02-10,12:28 PM,dev10,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T12:28:00,dev10
171063,2026-02-10,12:32 PM,mehyd,Hydrovac,$500.00 ,Petty Group LLC,NEORSD Westerly (6835),6835,Slop,IN,2026,2026-02-10T12:32:00,mehyd
171064,2026-02-10,1:13 PM,tk041,Hydrovac,$500.00 ,Don Wartko Construction,Shaker Hts.,,Slop,IN,2026,2026-02-10T13:13:00,tk041
171065,2026-02-10,1:44 PM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T13:44:00,dev3
171066,2026-02-10,1:44 PM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-10T13:44:00,dev5
171067,2026-02-11,8:05 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-11T08:05:00,dev10
171068,2026-02-11,8:06 AM,dev10,Axle 4_5,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-02-11T08:06:00,dev10
171069,2026-02-11,8:59 AM,dev3,Axle 4_5,$165.00 ,MREX,Mentor Pool (2741),2741,other clean hard fill (rubble & mixed material),IN,2026,2026-02-11T08:59:00,dev3
171070,2026-02-11,9:00 AM,dev3,Axle 4_5,$198.00 ,MREX,Mentor Pool (2741),2741,sand (screened),OUT,2026,2026-02-11T09:00:00,dev3
171071,2026-02-11,9:15 AM,dev10,Axle 4_5,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-02-11T09:15:00,dev10
171072,2026-02-11,10:22 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-11T10:22:00,dev10
171073,2026-02-11,10:23 AM,dev10,Axle 4_5,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-02-11T10:23:00,dev10
171074,2026-02-11,10:55 AM,dev3,Axle 4_5,$165.00 ,MREX,Mentor Pool (2741),2741,other clean hard fill (rubble & mixed material),IN,2026,2026-02-11T10:55:00,dev3
171075,2026-02-11,10:55 AM,dev3,Axle 4_5,$198.00 ,MREX,Mentor Pool (2741),2741,sand (screened),OUT,2026,2026-02-11T10:55:00,dev3
171076,2026-02-11,12:29 PM,dev3,Axle 4_5,$165.00 ,MREX,Mentor Pool (2741),2741,other clean hard fill (rubble & mixed material),IN,2026,2026-02-11T12:29:00,dev3
171077,2026-02-11,12:37 PM,tk095,Hydrovac,$500.00 ,Don Wartko Construction,Shaker Hts.,,Slop,IN,2026,2026-02-11T12:37:00,tk095
171078,2026-02-11,1:42 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-11T13:42:00,dev10
171079,2026-02-11,1:56 PM,mid906,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-11T13:56:00,mid906
171080,2026-02-11,2:45 PM,mehyd,Hydrovac,$500.00 ,Petty Group LLC,Meijer 339 Bainbridge (7449),7449,Slop,IN,2026,2026-02-11T14:45:00,mehyd
171081,2026-02-12,8:20 AM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-12T08:20:00,dev3
171082,2026-02-12,8:36 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-12T08:36:00,dev10
171083,2026-02-12,8:36 AM,dev10,Axle 4_5,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-02-12T08:36:00,dev10
171084,2026-02-12,8:41 AM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-12T08:41:00,dev5
171085,2026-02-12,9:31 AM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-12T09:31:00,dev3
171086,2026-02-12,10:07 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-12T10:07:00,dev10
171087,2026-02-12,10:32 AM,omc1,Axle 1,$75.00 ,Credit Card Sales,Credit - O.M. Construction,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-12T10:32:00,omc1
171088,2026-02-12,10:39 AM,mehyd,Hydrovac,$500.00 ,MREX,Mentor Pool (2741),2741,Slop,IN,2026,2026-02-12T10:39:00,mehyd
171089,2026-02-12,11:04 AM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-12T11:04:00,dev5
171090,2026-02-12,12:07 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-12T12:07:00,dev10
171091,2026-02-12,1:03 PM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-12T13:03:00,dev3
171092,2026-02-12,2:10 PM,dev5,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-12T14:10:00,dev5
171093,2026-02-12,3:04 PM,mehyd,Hydrovac,$500.00 ,Petty Group LLC,Meijer 339 Bainbridge (7449),7449,Slop,IN,2026,2026-02-12T15:04:00,mehyd
171094,2026-02-13,7:59 AM,mid906,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-13T07:59:00,mid906
171095,2026-02-13,2:25 PM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,Broken Concrete,IN,2026,2026-02-13T14:25:00,mid904
171096,2026-02-16,8:09 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T08:09:00,dev10
171097,2026-02-16,8:12 AM,dev3,Axle 4_5,$66.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,bulk sand (pre-screened) IN,IN,2026,2026-02-16T08:12:00,dev3
171098,2026-02-16,8:36 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Rubble,IN,2026,2026-02-16T08:36:00,dev5
171099,2026-02-16,9:04 AM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Rubble,IN,2026,2026-02-16T09:04:00,dev3
171100,2026-02-16,9:08 AM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,Broken Concrete,IN,2026,2026-02-16T09:08:00,mid904
171101,2026-02-16,9:21 AM,omc1,Axle 1,$75.00 ,Credit Card Sales,Credit - O.M. Construction,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T09:21:00,omc1
171102,2026-02-16,10:19 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T10:19:00,dev10
171103,2026-02-16,10:31 AM,omc1,Axle 1,$75.00 ,Credit Card Sales,Credit - O.M. Construction,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T10:31:00,omc1
171104,2026-02-16,10:35 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Broken Concrete,IN,2026,2026-02-16T10:35:00,dev5
171105,2026-02-16,10:41 AM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Rubble,IN,2026,2026-02-16T10:41:00,dev3
171106,2026-02-16,11:38 AM,mehyd,Hydrovac,$500.00 ,MREX,Repairs for Others 2026 (2761) - Panzica,,Slop,IN,2026,2026-02-16T11:38:00,mehyd
171107,2026-02-16,11:42 AM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Broken Concrete,IN,2026,2026-02-16T11:42:00,dev3
171108,2026-02-16,11:58 AM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Broken Concrete,IN,2026,2026-02-16T11:58:00,dev5
171109,2026-02-16,12:18 PM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T12:18:00,mid904
171110,2026-02-16,12:23 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T12:23:00,dev10
171111,2026-02-16,12:23 PM,dev10,Axle 4_5,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-02-16T12:23:00,dev10
171112,2026-02-16,12:50 PM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Rubble,IN,2026,2026-02-16T12:50:00,dev3
171113,2026-02-16,1:09 PM,me7190,Axle 4_5,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T13:09:00,me7190
171114,2026-02-16,1:14 PM,dev5,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Broken Concrete,IN,2026,2026-02-16T13:14:00,dev5
171115,2026-02-16,1:36 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T13:36:00,dev10
171116,2026-02-16,1:43 PM,mid904,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T13:43:00,mid904
171117,2026-02-16,1:44 PM,tk046,Hydrovac,$500.00 ,Don Wartko Construction,Madison Ave. - Lakewood,,Slop,IN,2026,2026-02-16T13:44:00,tk046
171118,2026-02-16,1:53 PM,dev3,Axle 4_5,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,Broken Concrete,IN,2026,2026-02-16T13:53:00,dev3
171119,2026-02-16,1:53 PM,tk041,Hydrovac,$500.00 ,Don Wartko Construction,Shaker Hts.,,Slop,IN,2026,2026-02-16T13:53:00,tk041
171120,2026-02-16,2:27 PM,me7190,Axle 4_5,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,Broken Concrete,IN,2026,2026-02-16T14:27:00,me7190
171121,2026-02-16,2:55 PM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,Broken Concrete,IN,2026,2026-02-16T14:55:00,dev11
171122,2026-02-16,3:49 PM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-16T15:49:00,dev10
171123,2026-02-16,3:49 PM,dev10,Axle 4_5,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-02-16T15:49:00,dev10
171124,2026-02-17,7:42 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-17T07:42:00,dev10
171125,2026-02-17,7:43 AM,dev10,Axle 4_5,$198.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,sand (screened),OUT,2026,2026-02-17T07:43:00,dev10
171126,2026-02-17,8:27 AM,me7207,Semi,$195.00 ,Eagle Abatement,Graham Center Demo (15345),15345,Broken Concrete,IN,2026,2026-02-17T08:27:00,me7207
171127,2026-02-17,8:35 AM,rht247,Axle 4_5,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,Broken Concrete,IN,2026,2026-02-17T08:35:00,rht247
171128,2026-02-17,8:41 AM,dev11,Axle 4_5,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,Broken Concrete,IN,2026,2026-02-17T08:41:00,dev11
171129,2026-02-17,8:53 AM,dev3,Axle 4_5,$165.00 ,Eagle Abatement,Graham Center Demo (15345),15345,Broken Concrete,IN,2026,2026-02-17T08:53:00,dev3
171130,2026-02-17,9:03 AM,dev10,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-02-17T09:03:00,dev10
171131,2026-02-17,9:17 AM,mid906,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,Broken Concrete,IN,2026,2026-02-17T09:17:00,mid906
