Ticket #,Date,Time,Truck #,Trucksize, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,date_time,Truck #_clean
172653,2026-03-25,2:38 PM,hel44,Axle 4_5,$165.00 ,"Miller Pipeline, LLC",Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-25T14:38:00,hel44
172654,2026-03-25,2:40 PM,dev11,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T14:40:00,dev11
172655,2026-03-25,2:48 PM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T14:48:00,c2h19
172656,2026-03-25,2:49 PM,dev7,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-25T14:49:00,dev7
172657,2026-03-25,2:50 PM,dev7,Axle 4_5,$198.00 ,MREX,Heinen's Warehouse (2722),2722,sand (screened),OUT,2026,2026-03-25T14:50:00,dev7
172658,2026-03-25,2:50 PM,c2h21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T14:50:00,c2h21
172659,2026-03-25,2:54 PM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T14:54:00,mak21
172660,2026-03-25,2:58 PM,gace26,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T14:58:00,gace26
172661,2026-03-25,3:08 PM,dev1,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-25T15:08:00,dev1
172662,2026-03-25,3:08 PM,dev1,Axle 4_5,$198.00 ,MREX,Heinen's Warehouse (2722),2722,sand (screened),OUT,2026,2026-03-25T15:08:00,dev1
172663,2026-03-25,3:14 PM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T15:14:00,mak23
172664,2026-03-25,3:20 PM,dev11,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T15:20:00,dev11
172665,2026-03-25,3:25 PM,dc28,Axle 4_5,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill (rubble & mixed material),IN,2026,2026-03-25T15:25:00,dc28
172666,2026-03-25,3:27 PM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T15:27:00,c2h19
172667,2026-03-25,3:33 PM,c2h21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T15:33:00,c2h21
172668,2026-03-25,3:54 PM,dev10,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-25T15:54:00,dev10
172669,2026-03-25,3:55 PM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T15:55:00,mak23
172670,2026-03-25,3:56 PM,gace26,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T15:56:00,gace26
172671,2026-03-25,4:00 PM,dev11,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T16:00:00,dev11
172672,2026-03-25,4:04 PM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T16:04:00,mak21
172673,2026-03-25,4:08 PM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T16:08:00,c2h19
172674,2026-03-25,4:10 PM,dc36,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-25T16:10:00,dc36
172675,2026-03-25,4:19 PM,c2h21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-25T16:19:00,c2h21
172676,2026-03-26,8:16 AM,dev10,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T08:16:00,dev10
172677,2026-03-26,8:45 AM,dev7,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T08:45:00,dev7
172678,2026-03-26,8:56 AM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,Broken Concrete,IN,2026,2026-03-26T08:56:00,ohio1
172679,2026-03-26,9:07 AM,dev11,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T09:07:00,dev11
172680,2026-03-26,9:19 AM,dev1,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T09:19:00,dev1
172681,2026-03-26,9:20 AM,dev1,Axle 4_5,$198.00 ,MREX,Heinen's Warehouse (2722),2722,sand (screened),OUT,2026,2026-03-26T09:20:00,dev1
172682,2026-03-26,9:20 AM,smith18,Axle 4_5,$165.00 ,"Miller Pipeline, LLC",Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T09:20:00,smith18
172683,2026-03-26,9:32 AM,seitz02,TriAxle,$120.00 ,"North Coast Concrete, Inc.",VA Hospital - 3311 W.73rd St.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T09:32:00,seitz02
172684,2026-03-26,9:42 AM,hel44,Axle 4_5,$165.00 ,"Miller Pipeline, LLC",Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T09:42:00,hel44
172685,2026-03-26,9:52 AM,dev10,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T09:52:00,dev10
172686,2026-03-26,10:09 AM,dev1,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T10:09:00,dev1
172687,2026-03-26,10:10 AM,dev1,Axle 4_5,$198.00 ,MREX,Heinen's Warehouse (2722),2722,sand (screened),OUT,2026,2026-03-26T10:10:00,dev1
172688,2026-03-26,10:41 AM,sjs10,TriAxle,$120.00 ,"Miller Pipeline, LLC",Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T10:41:00,sjs10
172689,2026-03-26,10:43 AM,dev7,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T10:43:00,dev7
172690,2026-03-26,10:52 AM,nc2,Axle 1,$125.00 ,"North Coast Concrete, Inc.",93rd & Buckeye,,Broken Asphalt (or material mixed asphalt),IN,2026,2026-03-26T10:52:00,nc2
172691,2026-03-26,11:12 AM,seitz02,TriAxle,$120.00 ,"North Coast Concrete, Inc.",VA Hospital - 3311 W.73rd St.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T11:12:00,seitz02
172692,2026-03-26,11:17 AM,gace26,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T11:17:00,gace26
172693,2026-03-26,11:29 AM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T11:29:00,mak21
172694,2026-03-26,11:37 AM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T11:37:00,mak23
172695,2026-03-26,11:43 AM,c2h21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T11:43:00,c2h21
172696,2026-03-26,11:45 AM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T11:45:00,c2h19
172697,2026-03-26,11:51 AM,dev11,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T11:51:00,dev11
172698,2026-03-26,11:52 AM,gace36,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T11:52:00,gace36
172699,2026-03-26,11:55 AM,hel44,Axle 4_5,$165.00 ,"Miller Pipeline, LLC",Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T11:55:00,hel44
172700,2026-03-26,12:00 PM,dev1,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T12:00:00,dev1
172701,2026-03-26,12:03 PM,strick001,Semi,$195.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:03:00,strick001
172702,2026-03-26,12:10 PM,gace26,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:10:00,gace26
172703,2026-03-26,12:12 PM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:12:00,mak21
172704,2026-03-26,12:18 PM,fp12,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:18:00,fp12
172705,2026-03-26,12:19 PM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:19:00,mak23
172706,2026-03-26,12:22 PM,smith18,Axle 4_5,$165.00 ,"Miller Pipeline, LLC",Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T12:22:00,smith18
172707,2026-03-26,12:23 PM,sjs10,TriAxle,$120.00 ,"Miller Pipeline, LLC",Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T12:23:00,sjs10
172708,2026-03-26,12:24 PM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:24:00,c2h19
172709,2026-03-26,12:25 PM,c2h19,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T12:25:00,c2h19
172710,2026-03-26,12:27 PM,seitz02,TriAxle,$120.00 ,"North Coast Concrete, Inc.",VA Hospital - 3311 W.73rd St.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T12:27:00,seitz02
172711,2026-03-26,12:28 PM,c2h21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T12:28:00,c2h21
172712,2026-03-26,12:28 PM,c2h21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T12:28:00,c2h21
172713,2026-03-26,12:34 PM,gace36,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:34:00,gace36
172714,2026-03-26,12:47 PM,dev10,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T12:47:00,dev10
172715,2026-03-26,12:53 PM,strick001,Semi,$195.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:53:00,strick001
172716,2026-03-26,12:55 PM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:55:00,mak21
172717,2026-03-26,12:55 PM,mak21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T12:55:00,mak21
172718,2026-03-26,12:58 PM,gace26,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T12:58:00,gace26
172719,2026-03-26,12:59 PM,gace26,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T12:59:00,gace26
172720,2026-03-26,1:02 PM,fp12,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:02:00,fp12
172721,2026-03-26,1:03 PM,fp12,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T13:03:00,fp12
172722,2026-03-26,1:07 PM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:07:00,mak23
172723,2026-03-26,1:11 PM,dev7,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T13:11:00,dev7
172724,2026-03-26,1:14 PM,gace36,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:14:00,gace36
172725,2026-03-26,1:16 PM,c2h21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:16:00,c2h21
172726,2026-03-26,1:17 PM,c2h21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T13:17:00,c2h21
172727,2026-03-26,1:18 PM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:18:00,c2h19
172728,2026-03-26,1:18 PM,c2h19,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T13:18:00,c2h19
172729,2026-03-26,1:41 PM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:41:00,mak23
172730,2026-03-26,1:42 PM,strick001,Semi,$195.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:42:00,strick001
172731,2026-03-26,1:45 PM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:45:00,mak21
172732,2026-03-26,1:47 PM,mak21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T13:47:00,mak21
172733,2026-03-26,1:53 PM,gace26,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:53:00,gace26
172734,2026-03-26,1:53 PM,fp12,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T13:53:00,fp12
172735,2026-03-26,1:53 PM,gace26,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T13:53:00,gace26
172736,2026-03-26,1:54 PM,fp12,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T13:54:00,fp12
172737,2026-03-26,2:00 PM,gace36,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:00:00,gace36
172738,2026-03-26,2:01 PM,dev11,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T14:01:00,dev11
172739,2026-03-26,2:10 PM,c2h21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:10:00,c2h21
172740,2026-03-26,2:10 PM,c2h21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T14:10:00,c2h21
172741,2026-03-26,2:13 PM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:13:00,c2h19
172742,2026-03-26,2:14 PM,c2h19,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T14:14:00,c2h19
172743,2026-03-26,2:25 PM,strick001,Semi,$195.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:25:00,strick001
172744,2026-03-26,2:27 PM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:27:00,mak23
172745,2026-03-26,2:30 PM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:30:00,mak21
172746,2026-03-26,2:30 PM,mak21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T14:30:00,mak21
172747,2026-03-26,2:44 PM,jdh05,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:44:00,jdh05
172748,2026-03-26,2:44 PM,dev1,Axle 4_5,$165.00 ,MREX,Heinen's Warehouse (2722),2722,other clean hard fill (rubble & mixed material),IN,2026,2026-03-26T14:44:00,dev1
172749,2026-03-26,2:45 PM,gace36,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:45:00,gace36
172750,2026-03-26,2:48 PM,gace26,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:48:00,gace26
172751,2026-03-26,2:49 PM,gace26,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T14:49:00,gace26
172752,2026-03-26,2:50 PM,fp12,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T14:50:00,fp12
172753,2026-03-26,2:50 PM,fp12,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T14:50:00,fp12
172754,2026-03-26,3:01 PM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:01:00,mak23
172755,2026-03-26,3:08 PM,c2h21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:08:00,c2h21
172756,2026-03-26,3:08 PM,c2h21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T15:08:00,c2h21
172757,2026-03-26,3:12 PM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:12:00,c2h19
172758,2026-03-26,3:12 PM,c2h19,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T15:12:00,c2h19
172759,2026-03-26,3:14 PM,mil7457,Hydrovac,$500.00 ,"Miller Pipeline, LLC",Lee Rd.,,Slop,IN,2026,2026-03-26T15:14:00,mil7457
172760,2026-03-26,3:21 PM,strick001,Semi,$195.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:21:00,strick001
172761,2026-03-26,3:32 PM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:32:00,mak21
172762,2026-03-26,3:33 PM,mak21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T15:33:00,mak21
172763,2026-03-26,3:33 PM,jdh05,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:33:00,jdh05
172764,2026-03-26,3:36 PM,mak23,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:36:00,mak23
172765,2026-03-26,3:43 PM,gace36,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:43:00,gace36
172766,2026-03-26,3:44 PM,gace26,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:44:00,gace26
172767,2026-03-26,3:45 PM,gace26,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T15:45:00,gace26
172768,2026-03-26,3:47 PM,fp12,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-26T15:47:00,fp12
172769,2026-03-26,3:47 PM,fp12,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-26T15:47:00,fp12
172770,2026-03-27,7:43 AM,dev10,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T07:43:00,dev10
172771,2026-03-27,7:51 AM,strick001,Semi,$195.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T07:51:00,strick001
172772,2026-03-27,7:51 AM,dev7,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T07:51:00,dev7
172773,2026-03-27,7:54 AM,dev1,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T07:54:00,dev1
172774,2026-03-27,7:55 AM,dev11,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T07:55:00,dev11
172775,2026-03-27,8:13 AM,mak21,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T08:13:00,mak21
172776,2026-03-27,8:16 AM,dev10,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T08:16:00,dev10
172777,2026-03-27,8:22 AM,dev7,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T08:22:00,dev7
172778,2026-03-27,8:35 AM,strick001,Semi,$195.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T08:35:00,strick001
172779,2026-03-27,8:42 AM,dev11,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T08:42:00,dev11
172780,2026-03-27,8:50 AM,dev1,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T08:50:00,dev1
172781,2026-03-27,8:56 AM,c2h19,Axle 4_5,$165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026,2026-03-27T08:56:00,c2h19
172782,2026-03-27,9:11 AM,seitz02,TriAxle,$120.00 ,"North Coast Concrete, Inc.",VA Hospital - 3311 W.73rd St.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-27T09:11:00,seitz02
172783,2026-03-27,9:37 AM,ohio1,Axle 1,$75.00 ,"Middleton Mechanical, LLC",Job #3853,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-27T09:37:00,ohio1
172784,2026-03-27,10:50 AM,smith10,Axle 4_5,$165.00 ,"Miller Pipeline, LLC",Lee Rd.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-27T10:50:00,smith10
172785,2026-03-27,11:10 AM,dev1,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-27T11:10:00,dev1
172786,2026-03-27,11:12 AM,dev7,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-27T11:12:00,dev7
172787,2026-03-27,11:15 AM,dev11,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-27T11:15:00,dev11
172788,2026-03-27,11:24 AM,seitz02,TriAxle,$120.00 ,"North Coast Concrete, Inc.",VA Hospital - 3311 W.73rd St.,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-27T11:24:00,seitz02
172789,2026-03-27,12:21 PM,dev1,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-27T12:21:00,dev1
172790,2026-03-27,12:25 PM,tk084,TriAxle,$120.00 ,Don Wartko Construction,Brecksville,,other clean hard fill (rubble & mixed material),IN,2026,2026-03-27T12:25:00,tk084
172791,2026-03-27,12:26 PM,tk084,TriAxle,$560.00 ,Don Wartko Construction,Brecksville,,#304 Limestone,OUT,2026,2026-03-27T12:26:00,tk084
172792,2026-03-27,12:26 PM,dev7,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-27T12:26:00,dev7
172793,2026-03-27,12:43 PM,dev11,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-27T12:43:00,dev11
172794,2026-03-27,1:14 PM,mak21,Axle 4_5,$308.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,#1&2 Recycled Concrete,OUT,2026,2026-03-27T13:14:00,mak21
